modern|old_french
"t'inquiète, j'ai bien compris que tu voulais que ça soit un peu trash, genre l'art c'est aussi ça, exploser les codes, non ? un truc comme ""j'ai plus chaud que le soleil après ce match, j'ai l'impression que mon cœur a sauté au-dessus du but comme un pigeon enragé !"" ça te dit ?"|"ne t'esmaie, j'ai bien entendu que tu voloies que ce fust un poi trash, come l'art c'est ausi ceo, esploiter les codes, n'est-ce pas ? une chose come ""j'ai plus chaut que le soleil aprés ceo mas, il me semble que mon quer a sautet sur le but come un columbe enraget !"" te plait-il ?"
ah, les jours où j'étais jeune ! on partait en groupe chaque dimanche, moi et mes compères, pour grimper les collines avec nos cannes à pêche. on riait comme des fous, on se faisait des blagues, et souvent on rentrait les mains vides, mais le cœur rempli de rires et de bon temps. bon, il faut dire qu'au final, on passait plus de temps à raconter des histoires et à boire du vin que réellement à pêcher !|"""ah, les jorz où jo fui jeune ! on s'en aloit en compainie chascun dimanche, jo et mes compains, pour monter les colines ove nos cannes à pescher. on riot come des fous, on se faisoit des gaberies, et sovent on revent les mains vides, mais le cuer empli de ris et de bon tens. bon, il faut dire qu'en fin, on passoet plus de tens à raconter des estoires et à boire du vin que vraiment à pescher !"""
coucou ma chérie ! j'ai vu ton message sur messenger, tu sais que je suis devenue une vraie professeure de tiktok! j'ai appris à faire des stories avec mes petits-enfants, c'est vraiment une révolution ! maintenant, je fais mes courses en ligne, je paie mes factures avec mon smartphone, et je parle à mon médecin par vidéoconférence. j'avoue, j'ai toujours été une femme moderne, mais la technologie, c'est un vrai bonheur! belle journée, embrasse tes proches !|cucu ma chere amie ! j'ai veu ton message en messagerie, tu ses que je sui devenue une vraie mestriere de tiktok ! j'ai apris a faire des estoires od mes petiz enfanz, c'est vraiement un revoluciun ! orendroit, je face mes corses en ligne, je paye mes tailles od mon esmartphone, et je parle a mon mire par video-conferencie. je confesse, j'ai toz jors este une femme moderne, mais la techonologie, c'est un vrai delit ! bele journee, baisiez tes proches !
"seriously, les locataires devraient pouvoir avoir des animaux, c'est dingue ! j'habite chez ma mère et on m'a interdit d'avoir un hamster parce que ""ça craint"" et que ""ça pue"". c'est juste de la discrimination totale, les animaux, c'est de la vie quoi, et je pense qu'il faut les accepter partout."|"certes, les logiers devreient pooir aveir bestes, c'est merveille ! j'habite en la maisnie ma mere et l'en m'a deffendu d'aveir un hamster por ce que ""ça craint"" et que ""ça pue"". c'est just de la descordance toute, les bestes, c'est de la vie quoi, et je cuidoie qu'il faut les recevoir partout."
"chez moi, la cuisine, c'est pas juste un métier, c'est une passion. chaque plat, chaque sauce, chaque présentation, il faut que ça soit parfait, comme une symphonie savoureuse. j'ai passé des années à peaufiner mes techniques, à apprendre des grands maîtres, à ne jamais lâcher prise sur la qualité. et quand un client me dit ""c'était délicieux"", eh bien, c'est comme si j'avais touché le firmament, comme un chef d'orchestre qui entend un applaudissement nourri après un concerto magistral."|"en ma maison, la coisine, ce n'est mie seulement un mestier, c'est une passion. chascun plat, chascune sausse, chascune presentement, il covient que ce soit parfait, come une symphonie savorouse. j'ai passé des années à polir mes techiques, à aprendre des grans mestres, à ne mie lesser prise sur la qualité. et quant un client me dist ""ce fut delitable"", eh bien, c'est come si j'avoie touché le firmament, come un maistre d'orchestre qui oit un aplaudissement norri après un concerto maistre."
"alors, hier, j'ai reçu un message de mon ami jean-claude sur cette boîte à outils ""facebook"", quoi. il disait qu'on devait absolument se revoir, qu'il avait hâte de me raconter plein de choses. je me suis dit, ""jean-claude, tu sais bien qu'on se voit tous les jours au marché !""."|"adonc, hier, reçui un message de mon ami jehan-claude en ceste boîte à outils ""facebook"", queo. il disoit que nous devions nécessairement nous revoir, qu'il ardoit de me conter moult choses. me pensai, ""jehan-claude, tu saches bien que nous nous veons chascun jour al marchié !""."
bonjour, j'imagine que voyager sur internet, c'est comme faire un tour dans le monde sans quitter son fauteuil! jacques, mon voisin, m'a montré comment ça marche et j'ai vu des photos magnifiques de paysages lointains. je me souviens de voyages en camping en bretagne, ça me donne envie de les revivre !|"""saluz, cuide que errer sor l'internet, ço est come faire un tornoi en le mont sanz laissier sa chaiere! jaques, mon veisin, me mustrat coment ço va e vi des imaiges beles de païsages loins. me recorde de viages en canping en bretaigne, ço me done envie de les revivre!"""
le vent hurlant à travers la tente d'anya, j'ai souri. ce coup de vent était le cadeau parfait pour une histoire à raconter aux miens quand j'enverrai les cartes postales de mon périple au tibet. famille, vent glacial et paysages à couper le souffle, c'est ça l'aventure !|"""li vent hurlement par la tente d'anya, j'ai sunri. ce cop de vent esteit le don parfét por une estoire à conter as mes quant j'envoierai les carteles postales de mon periple au tibet. parage, vent glacial e paisages à cuoper le suffle, c'est ço l'aventure !"""
coucou ma crew !  récemment, j'ai réalisé à quel point mes voyages sont encore plus incroyables quand je les partage avec ma famille. les souvenirs créés, les fous rires et ces moments précieux, c'est ce qui rend vraiment mes aventures magiques, entende ? |coucou ma mesnie ! naguères, ai aperceu combien mes voyages sunt encore plus merveillos quant je les partagie o ma parentèle. les memoires creés, les risettes et ces moments preciousez, c'est ce que fait vrayment mes aventures magiques, entendez ?
"alors hier, j'avais un contrôle de maths en plein milieu de l'entraînement de foot. j'ai essayé de faire les exercices pendant que mon coach me criait dessus pour ne pas dribbler avec le pied gauche, c'était trop drôle ! j'ai dû remettre mon cerveau en mode ""foot"" pendant le match, mais j'ai réussi à faire une belle passe, même si j'avais la tête pleine de fractions."|"hier, avai un esprove de mathematiques en mi chemin de l'entrainement de futbol. ai tenté de faire les exercices tandis que mon maistre me crioit pour ne pas dribbler ove le pié senestre, c'estoit moult risible ! ai dû remettre mon corage en mode ""futbol"" pendant le match, mais ai réussi à faire une belle passe, encor que avai la teste plaine de fractions."
j'ai toujours aimé voyager, vous savez, me perdre dans les rues animées de rome, sentir la brise du vent sur ma peau en grèce... mais là, avec internet, je peux revivre tout ça, à travers des photos et des vidéos. c'est étrange, même si je suis au coin de la rue, je peux me retrouver en plein cœur de l'asie du sud-est, c'est comme si le temps s'arrêtait un instant.|"""toujours ai amé errer, savez, me perdre en les rues bruissantes de rome, sentir le vent sur ma pel en grèce... mesmes ore, od le net, je puis reregarder tout ceo, par images et veues. c'est estrange, mesmes si je suis au coint de la rue, je puis me retrouver en plein coer de l'asie del sud-est, c'est come si le tens se arrestoit un moment."""
depuis des années, j'ai l'habitude, chaque soir avant de m'endormir, de feuilleter les dernières pages du livre que je lis. il y a un certain plaisir, un réconfort presque, à savourer l'encre et le papier, à laisser mon regard glisser sur les mots qui ont tant nourri mon imagination pendant la journée. cette flamme de la lecture est, en vérité, la passion qui anime ma vie, qui me guide vers de nouvelles découvertes et qui me permet de voyager à travers les époques et les cultures.|"""des ja anz, ai costume, chascun vespre avant que je m'endorme, de feuilter les derrenières pages del livre que je lis. i a certain plaisir, un confort quasi, a savourer l'encre e le papier, a laissier mon regard glisser sur les mots qui ont tant norri mon imagination pendant le jur. ceste flamme de la lecture est, en verité, la passion qui anime ma vie, qui me guide vers de noveles descouvertes e qui me permet de viager a travers les tempos e les cultures."""
aujourd'hui, en mathématiques, j'ai eu l'impression que tout le monde me regardait quand je me suis trompée sur une question facile. je me suis mise toute rouge et j'ai voulu disparaître. c'est tellement embarrassant d'être timide. du moins, j'aime bien observer les autres, ça me permet de ne pas trop me sentir mal à l'aise.|"""hui, en ars de calcul, oi cuidai que tuit me regardoient quant me faili en une questiun facile. me rougi et volui defouir. si est mout honteus d'estre vergogneuse. au mendre, m'agrée bien esgarder les autres, ço me tolt de sentir moi trop desconfortee."""
"j'te l'dis, c'était pas cool ce qu'elle a dit, genre, on s'était disputé hier et même pas un ""coucou"" en face aujourd'hui. bon, j'ai rien dit, mais là, quand j'ai croisé son regard dans la cour, j'ai vraiment voulu lui lancer un truc."|"te le die, ceo ne fu mie bel ceo que ele dist, semblant, nos fuimes debatus hier e ne mie un ""saluz"" en face hui. bon, jeo ne diso rien, mais la, quant j'ai encontre son regart en la cort, j'ai mult voleu li geter un chose."
marguérite m'a toujours dit que j'étais trop têtu, surtout quand on jouait aux cartes. on avait nos soirées loto au club, et j'ai arraché une grosse dispute avec elle une fois sur un tour que je croyais légitime. puis on allait au cinéma ensuite, toujours ensemble, et on finirait la soirée avec un café au coin du feu, et on oubliait tout ça. aujourd'hui, je passe des heures sur internet, à découvrir ce monde numérique, et je me dis que, malgré nos petites chamailleries, marguérite avait raison de toujours me faire sourire.|marguerite m’a toz disoient que jo esteie trop tartif, surtout quant nus juions as cartés. nus aviens nos sers lutz al club, et jo arrachai une grosse meslee od li une feiz sur un turn que jo cuidai legitime. puis nus alames al cinedomat apres, toz jors ensemble, et nus finimes la seree od un cafet au chief del feu, et nus obliames tot co. hui, je trespasse des heures en le internete, a descovrir cest mund numérique, et jo me dis que, malgré nos petiz chamaillages, marguerite aveit raison de toz jors me faire sourire.
coucou lili ! tout va bien ? je voulais te parler de ce projet de rénovation chez moi, c'est un peu fou, on va changer de cuisine et de salle de bain. on parle même de repeindre toutes les pièces, je sais pas si je suis fan de l'idée, ça va forcément me faire un peu stresser.|cucu lili ! tut va bein ? jeo voiloe te parler de cest oevre de renovelance chié mei, coest un poi fol, nus alons changier de cusine et de sale de baigne. nus parlons mesme de repeindre tutes les pieces, jeo ne sai si jeo sui fane de l'idee, c'est ceo me fra bien un poi estresser.
je me souviens encore du moment où j'ai compris que je voulais consacrer ma vie à l'art. j'étais dans une petite galerie, un espace exigu mais vibrant d'énergie, entourée de toiles aux couleurs explosives et aux formes audacieuses, et j'ai eu cette sensation d'évasion, de liberté totale, comme si mon âme s'était enfin éveillée. c'était un éclair, une révélation brutale, qui a tout changé.|jeo me remembre encor del moment u j'ai entendu que je voillei consacrer ma vie à l'art. jeo estoie en une petite galerie, un espaz estroit mais plein d'energïe, entorée de toiles as couleurs esplosives et as formes hardies, et j'ai eu cele sensacion d'evasion, de franchise totale, come si mon âme s'est enfin esveillée. ceo estoit un esclarz, une revelacion brutale, qui outout changea.
