mot,lemme
masse,masse1
cuens,comte
Quanque,cantque
prometre,prometre
asanblee,assemblee
foï,fuir
enblee,embler
plusors,plusor
haïz,haïr
redotoit,redoter1
traïz,träir
foïst,fuir
prist,prendre
vitaille,vitaille
departi,départir
foïz,fuir
traïtes,träitor
Avoec,avec
apovri,apovrir
confondu,confondre
respondu,respondre1
reançon,räençon
prandra,prendre
einz,ains
pandra,pendre
prendre,prendre
Maintenant,maintenant
esmuet,esmovoir
vindrent,venir
ores,or4
legiers,legier2
traïtres,träitor
ferma,fermer
soucha,soschier
murs,mœurs
fossez,fossé
adossez,adosser
pex,pel1
aguz,aigu
derriere,derrier(e)
cheïssent,chëoir
perriere,perriere2
fermer,fermer
coust,cost2
juing,jüin
juingnet,
aoust,août
Mist,mettre
roilleïz,röeillëiz
pont,pont
torneïz,tornëiz
Tranchiees,trenchiee
barres,barre
lices,lice2
portes,porte1
fer,fer
coleïces,colëiz
tor,tour1
pierre,pierre
quarree,carrer
porte,porte1
fermee,fermer
peor,peur
chastiax,chastel
sist,seoir
Tamise,Tamise
Sor,sur1
riviere,rivière
asise,asseoir
lut,lire1
logier,loger
logiee,logier
pree,préer
herbergiee,herbergier
paveillons,paveillon
vermauz,vermeil1
colors,color
solauz,soleil
reflanboie,reflamboiier
liue,lieue
pleniere,plenier2
gravier,gravier1
esbanoier,
Seulemant,solement2
lances,lance1
poinz,poing
escuz,écu
joinz,joindre
aporterent,aporter
mostrerent,mostrer
redotoient,redoter1
desarmé,desarmer
cenbelant,cembeler
asanbler,assembler
conpaingnons,compagnon
Premiers,premier
Cornix,Cornix
Aprés,après
Acorde,Acorde
Estout,Estout
Nebunal,Nabunal
Micenes,Misnes
Acoridomés,Acorionde
Athenes,
Ferolin,Ferolin
Salenique,Salenique
Charquedon,Calcedor
Aufrique,Afrique
Parmenidés,Parmenides
Franchegel,Francagel
Torin,Torin
Fort,Fort
Pinabel,Pinabel
Neruis,Nerïus
Neriolis,Neriolis
talanz,talent
escu,écu
lance,lance1
Aille,aler
behorder,behorder
vienent,venir
mauvés,mauvais
prisent,prendre
adobé,adober
avomes,avoir
estrainne,estreine
quintainne,quintaine
premieres,premier1
Longuemant,longement2
gardees,garder
antieres,entier
Nostre,notre
troé,tröer
fret,fraindre
avoirs,avoir2
valt,valoir
estor,estour
assalt,assaut
Passons,passer1
gué,gué
assaillons,assalir
dïent,dire
faillons,falir
saut,salir2
espees,épée
ceingnent,ceindre
ceinglent,cengler
estreingnent,estreindre
Montent,monter
pranent,prendre
panduz,pendre
prises,prendre
pointes,peindre1
devises,devise
frois,frois2
esleissent,eslaisser
beissent,baisser
isnelemant,isnelement
ferir,férir1
sorent,savoir1
merir,merir
espargnent,espargnier
refusent,refuser
plain,plein
reüsent,rëuser
estuisse,estovoir1
vuidier,vuidier
arçons,arçon
tindrent,tenir
garçons,garçon
esperduz,esperdre
perduz,perdre
deschevalez,deschevaler
criz,cri
levez,lever
chapleïz,chaplëiz
fereïz,ferëiz
osassent,oser
corent,corir
fierent,férir1
bruit,bruire
fuit,fuir
remenance,remanance
Greu,Grieu
Ferant,ferir
Assez,assez
testes,tête
colpees,coper
.iiii.,quatre
mort,mort2
gisent,gésir
estraiers,estrayer2
asez,assez
decolez,decoler1
plaiez,player
afolez,afoler1
Done,doner
presante,presenter
seisine,saisine
pandre,pendre
prison,prison1
restez,reter1
geue,jöer
Mande,mander
veigne,venir
traïtors,träitor
deteigne,detenir
covandra,covenir
oltre,outre1
tandra,tenir1
antr',entre
tenue,tenir
durent,devoir2
remés,remanoir
parolent,parler
eles,aile
mot,mot
assise,assise
Delez,dalez
cuisse,cuisse
pansis,pensif
sis,son4
braz,bras
Vit,voir1
costure,costure
acheison,ochaison
meniere,maniere
Ele,elle1
areisnera,araisnier
Apelerai,apeler
Ami,ami
dolce,douz
nomer,nommer
Osasse,oser
Mançonge,mençogne
pesera,peser
mantiroit,mentir
clamoit,clamer
mantiroie,mentir
devriens,devoir
torz,tort1
sornon,sornom
avis,avis
letre,letre
aresteroie,arester
enmi,enmi
apeloie,apeler
Voldroie,voloir
sanc,sang
apelast,apeler
“,""""
”,""""
panssé,
sejorne,sejorner
Contre,contre
vet,aler
prisons,prison
rande,rendre
correciez,corrocier
jes,je.il
anvoi,envoiier
veaust,voloir
passé,passer1
amassé,
leal,lëal
paveillon,paveillon
real,royal
jugemant,jugement
martire,martire2
morroient,morir
escorchié,escorchier
pande,pendre
arde,ardre
traïner,träiner
amener,amener
Amené,amener
lier,lier
seront,être1
detret,detraire
antor,entor
verront,voir1
palais,palais1
demender,demander
hier,ier
assaillir,assaillir
guerredon,guerredon
galois,Galois
acrois,acroistre
mil,mille1
sergenz,serjant
finee,finer1
doné,donner
Ferai,faire
coroné,coroner
rëaume,roiaume
Gales,Gales
Bors,borc
citez,cité
sales,salle
Vos,votre
donrai,donner
Tresqu',tresque
randue,rendre
Mercie,Mercie
boenemant,bonement
mercïent,mercïer
gresles,graisle
soner,soner
buisines,buisine
Boens,bon
praingne,prendre
Escoce,Écosse
creüe,croistre
descreüe,descroistre
pleü,plaire
secheresce,secherece
poisson,poisson
sechiees,sechier
lé,le
Outre,outre1
alee,aller
porprenent,porprendre
valee,vallée1
angarde,angarde
aparoille,apareillier1
ratornent,ratorner
Ençois,ainçois
Traïner,träiner
vax,val1
tertres,tertre
larriz,larriz
marriz,marrir
Ces,cil
esmaient,esmayer
aient,avoir1
randent,rendre
Mestiers,mestier
desfandent,defendre
morir,mourir
traïné,träiner
manbre,membrer2
chanp,champ
assauz,assaut
travauz,travail
lancier,lancer
traire,traire
essaient,essayer
Espessemant,espessement
lancent,lancer
Quarriax,carrel
javeloz,javelot
escrois,escrois1
parz,part1
arbalestes,arbaleste
fondes,fonde1
Saietes,saiete
pierres,piere
reondes,rëont
Volent,vouloir
espés,épais
mesle,mesler
pluie,pluie
gresle,grêle1
travaillent,travailler
assaillent,assalir
nuiz,nuit
devra,devoir
coupe,coupe1
.xv.,quinze
mars,mars1
boene,bon
cope,cope1
delit,délit2
matiere,matiere
descuevre,descovrir
Valent,valoir
lait,laisser
oubliee,oblïer
soir,soir
Aloit,aler
refu,restre
Assis,asseoir
prochiene,prochain
veisine,voisin
seule,seul
seoit,seoir
esgardoit,esgarder
paradis,paradis
destre,dextre
Tint,tenir1
remira,remirer
anpira,empirier
anbloïssoit,emblöir
Queque,que_que
palissoit,palir
sovint,souvenir1
avanture,aventure
rist,rire
rire,rire1
tarde,tarder
regarde,regarder
apelee,appeler
Cele,cil
agenoille,agenoillier
abeli,abelir
aproichier,aprochier
atoichier,atochier
hardemant,hardement
regarder,regarder
amuiz,amüir
esbaïe,esbäir
aïe,aïe3
cingne,cener1
pale,pâle
usage,usage
aparçoit,apercevoir
muances,müance
accident,accident
Rien,rien
Dameisele,damoisele
regardez,regarder
cousue,cosdre
ire,ire
Neporquant,neporcant
oie,oui
oïr,ouïr
feiture,faiture
retarde,retarder
chevolet,chevelet
aore,aorer2
ancline,encliner
leanz,laienz
erent,être1
let,lé
Liez,lié
atant,atant
desirriers,desirrier2
doter,doter2
Nequedant,nequedent
eise,aise
.m.,mil1
beise,baisier
colchiez,couchier
anvoise,envoisier
solace,solacier
anbrace,embracier
changera,changier
deduit,déduire1
aube,aube3
Lonc,lonc
certainne,certain
metent,mettre
trestot,trèstout
tornera,torner
Iluec,illuec
merci,merci
atandent,atendre
malveisemant,mauvaisement
consauz,conseil
repeire,repairier
peire,père
Istront,issir
celee,celer
troveront,trover
desarmee,desarmer
andormiz,endormir
girront,jesir
liz,lit1
Atorné,atorner
apareillié,apareillier1
Avront,avoir
ocision,ocisïon
retreite,retraire
ocisions,ocisïon
vies,vie
fiance,fiance
Desperance,desperance
anhardist,enhardir
garisons,garison
foïr,fuir
poïssent,pöoir
Aus,a3.le
garir,garir
foïssent,fuir
enemi,ennemi
sejornent,sejorner
arment,arment
issent,issir
galerne,galerne
anciene,ancien
posterne,posterle
Serré,serrer
rengié,ranger
issirent,issir
batailles,bataille
apareilliez,appareiller1
estoile,estoile
lune,lune
ciel,ciel
mostrez,mostrer
Comança,comencier
Leva,lever
nuire,nuire
Enlumina,enluminer
haï,haïr
Het,häir
mesprison,mesprison
comanda,comander
luire,luire1
nuisanz,nuire
luisanz,luire1
renuisent,renuire
reluisent,reluire1
eschargaites,eschargaite
eschargaitier,eschargaitier1
devoient,devoir2
escrïent,escrïer
Sus,sus
Prenez,prendre
voz,votre
armez,armer
saillent,saillir
armer,armer
painnent,pener
besoing,besoing
seus,sol1
leisir,loisir1
armé,armer
monté,monter
Quequ',que_que
esploitent,esploitier
covoitent,covoitier
desarmez,desarmer
truissent,trover
sorprandre,sorprendre
Voient,vëoir
parties,partie
departies,départie
bois,bois
mistrent,mettre
anz,an
quarte,quart
val,val1
quinte,quint
broche,brocher
tranchiee,trenchier1
roche,roche1
randon,randon
Parmi,parmi
trovee,trouver
contredïent,contredire
fieremant,fierement
desfïent,desfïer
repruichent,reprochier1
As,à.le
fers,fer
antrapruichent,entr'aprochier
Corent,corir
lyon,lïon
proie,
ateignent,ataindre
devorent,devorer1
anbedeus,ambedos
mortalité,mortalité
envaïe,enväie
chieremant,chierement
vandent,vendre
secorre,secorre1
lessent,laissier
corre,corir
esperoner,esperoner
navrez,navrer
versez,verser1
Vet,aler
ensi,ainsi
gloton,
boton,boton
haubers,hauberc
cendal,cendal
pers,pair1
trives,trieue
offre,ofrir
gaste,gaster
cruelmant,crüelment
haste,hâter
ame,âme
ostex,ostel
remest,remanoir
Fiert,férir1
flans,flanc
espiree,espirer1
ocit,occire
foudre,foudre
vole,voler
Envaïst,enväir
vistemant,vistement
garantist,garantir
broigne,broigne
targe,targe
resont,restre
large,large
cervele,cervelle
espandre,épandre
essartent,essarter
deronpent,derompre
departent,départir
vix,vouloir
esgarees,esgarer
gist,gésir
morz,mort2
arees,aree
duré,durer
estorz,estor2
ainçois,ainçois
piece,pièce
derote,derompre
liues,lieue
dura,durer1
contreval,contreval
baniere,bannière
anble,ambler
.vii.,sept
menez,mener
retornez,retorner
coverte,covrir
anbler,embler
ira,aler
sante,sente2
Chevaliers,chevalier
trante,trente
.vi.,six
grezois,Gregois
.xxiiii.,vint.catre
venist,venir
siudre,sivre
loing,loing
aparçut,apercevoir
arestut,arester
tornent,tourner
retornent,retourner
porpanser,porpenser
perilleus,perillos
vice,vice1
merveilleus,merveillos
pansé,pensé
reconté,reconter
contredit,contredit
Creantez,crëanter
Chanjons,changier
conuissances,conoissance
Prenons,prendre
veons,vëoir
irons,aller
cuideront,cuidier1
soiens,estre1
quiex,quel1
dessertes,deserte2
overtes,ovrir
randrons,rendre
prandrons,prendre
Damedex,Damnedeu
consant,consent
repant,repentir
Sachiez,savoir
otroient,otroiier
ator,atorner
desfanses,defense
reconurent,reconnaître
aguet,agait
apansoient,apenser
portiers,portier2
receüz,recevoir
gabez,gaber
deceüz,décevoir
areisone,araisnier
sone,soner
outre,outre2
mu,mu1
teisant,tisser
feisant,faire
traïnent,träiner
anclinent,encliner
duellent,doloir
Lessus,là
huit,uit
repeirié,repairier
aprestoient,aprester
armeüres,armëure
haster,haster
celeront,celer1
lessus,là
destriers,destrier1
afichent,afichier
estriés,estrieu
anvaïrent,enväir
requistrent,requérir
.xxi.,vint.un
desfiez,desfïer
Traï,träir
traï,träir
esbahi,esbäir
espruevent,esprover
charmez,charmer
troverent,trouver
lessiez,laissier
eslessiez,eslaissier
Veant,vëoir
Macedor,Macedor
ruie,rüer
ocis,occire
anrage,enragier
hardemanz,hardement
doble,doble
froisse,froissier
pooit,pouvoir2
vangeroit,vengier
hardiz,hardi
fel,félon
revet,raler
estroner,estrognier
trestote,trestot
esclice,esclicier
fant,fendre
desmant,desmentir
esloche,eslochier
anbedui,ambedos
aïre,äirier
traites,traire
fraites,fraindre
recovrier,
ovrier,ovrier1
Volsissent,vouloir
covenist,covenir
fenir,finir
parclose,parclose
remenoir,remanoir
ocise,occise
sorprise,sorprendre
anchaucent,enchaucier
reoignent,röoignier
estaucent,estaucier
detranchent,detrenchier
escervelent,escerveler
apelent,appeler
fuient,fuir
conduient,conduire
eslessent,eslaissier
eschaper,échapper
ateingnent,ataindre
esteignent,esteindre
recet,recept
antré,entrer
aresté,arester
venoient,venir
seüz,sivre
antree,entree
armoient,armer
borc,bourg
contretenuz,contretenir
passages,passage
malvestié,mauvaistié
Leissus,là
forteresce,forterece
estopent,estoper
gueule,gueule
avront,avoir
Force,force2
maus,mal1
enorte,enorter
.xx.,vingt
aillent,aler
envaïr,envahir
conbatre,combatre
anbatre,embatre
domageroient,damagier
avoient,avoir1
xx,vingt
dis,dix
ancloe,enclore
jaude,geude
anflamee,enflamer
chaude,chaut
arbalestriers,
mestiers,métier
portoient,porter
aportoient,aporter
jusarmes,gisarme
haches,hache
denoises,danois
Lances,lance1
turquoises,turcois
grevains,grevain
escoz,Escot
adevancirent,adevancir
forclos,forclore
repos,repos
forfeire,forfaire
diax,duel
fames,feme
anfanz,enfant
petiz,petit
veillarz,vieillart
jovanciax,jovencel
tonast,toner
ciax,cil
oïssent,öir
esjoïssent,esjöir
seür,sûr
eür,ëur
eschapera,eschaper
esploit,esploit
desfansses,defense
engin,engin
anbatent,embatre
.x.,dis1
conbatent,combatre
.xvi.,seize
retorné,retorner
ajorné,ajorner
atot,atot
hache,hache
delez,delez
estache,estache
desfant,defendre
consiust,consivre
rangent,rengier1
desreien,däerrain
jornel,journal
vangent,vengier
faignent,feindre
plaignent,plaindre
domage,damage
morte,mourir
afeblie,afeblir
vengier,venger
barre,barre
longue,lonc
pesant,pesant
Avoit,avoir
pandant,pendant
anvers,envers1
anchauce,enchaucier
hauce,hausser
esparree,esparree
chiet,choir
estordiz,estordir
vains,vain
mur,mur
retenist,retenir
sostenist,sostenir
remut,remouvoir
legier,ligier
conquis,conquérir
virent,voir1
pristrent,prendre
mainnent,mener
desservi,deservir
savoient,savoir
trovez,trouver
matinee,matinee
feisoient,faire
reconoissent,reconoistre
Trestuit,trèstout
angoissent,angoissier
pasment,pâmer
vescu,vivre1
Nereüs,Nerïus
revenir,revenir
blasment,blasmer
Corniex,Cornix
Acoriundés,Acorionde
coroient,
lermes,larme
jusque,jusque
Vie,vie1
despiz,despire
desor,desor
chevols,chevel
tirez,tirer
graignor,grant
desconfortent,desconforter
portent,porter1
refont,refaire1
desconforter,desconforter
croient,croire
demantent,dementer
mantent,mentir
Leriolis,Neriolis
porté,porter1
eüssent,avoir1
seüssent,savoir
aportez,aporter
autresi,autressi
songe,songe
croit,croire
boisent,boisier1
boclé,boclé
verté,verité
esmeü,esmovoir
tantes,tant
dolantes,dolent
teisoient,taire
aünee,äuner
mar,mar
cri,cri
Pert,perdre
destrece,destrece
Demostrer,demostrer
apert,apparoir
covert,covrir
paroit,paroi
retreire,retraire
chaloit,chaloir
pleignoit,plaindre
pesanz,pesant
amere,amer
Plore,plorer
cosin,cosin
pasme,pasmer
neveu,nevo
pleignent,plaindre
Peres,père
freres,frère
paranz,parent
aparanz,aparoir
atendre,attendre1
pooient,pouvoir2
graindres,grant
desarment,désarmer
lïent,liier3
requierent,requerre
prïent,priier
praignent,prendre
daignent,deignier
garderont,garder
bailleront,baillier
randra,rendre
merites,mérite1
fenestres,fenestre
montez,monter
desplest,desplaire
Jure,jurer
sainz,saint
leira,laiier2
vivre,vivre1
ocie,ocire
Alez,aller
metez,mettre
desservie,deservir
perdroiz,perdre
rescoez,rescorre
Issiez,issir
Encontre,encontre2
pardonra,pardoner
autremant,autrement
covendra,covenir
pitiez,pitié
prendra,prendre
recroient,recroire
cheü,chëoir
poignant,poindre
alerent,aller
porloignant,porloignier
ist,issir
randu,rendre
atandu,atendre
conjoent,conjöir
loent,löer1
remaint,remanoir
demenoient,demener
afiche,afichier
requiere,requerre
corone,couronne
faudroit,falir
requeroit,requérir
crient,craindre
despleüst,desplaire
respit,répit
atendue,atendue
Soredamor,Soredamors
plot,plaire
contançon,contençon
tançon,tençon
regart,regarder
repestre,repaistre
Grant,grand
aillors,ailleurs
detenuz,detenir
desplot,desplaire
encontré,encontrer
savoit,savoir1
aparceüe,apercevoir
conjoïr,conjöir
acheisons,ochaison
aquialt,acoillir
Loing,loing
parlemant,parlement
antre amassent,entr'amer
fi,fier2
Antre,entre
seison,saison
pire,pejor
haïne,haine
confont,confondre
Amant,amant
greveuse,greveux
confondemant,confondement
trespasser,trépasser
suel,soloir
andoctriner,endoctriner
gardez,garder
contenances,contenance
covrez,covrir
folemant,folement
ovrez,ovrer
celer,celer
omecide,omecide
serez,être1
lo,le
querez,quérir
mariage,mariage
antre aconpaigniez,entr'acompagnier
durer,durer
asseürer,assëurer
asanblerai,assembler
Dame,dame1
escus,écu
aie,avoir1
celasse,celer1
reconeü,reconoistre
celers,celer1
neü,nuire
androit,endroit
otroie,octroyer
voies,voie
presant,present1
ancuse,encuser
tranblant,trembler1
metra,mettre
an.ii.,ambedos
Ansimant,ensement
abandon,abandoner
fauz,fauz
tu,tu
groing,groin
doing,doner
Tien,tenir
tuen,tien
toe,tuen
redot,redoter1
faites,faire
esposailles,esposaille
vitailles,
noces,noce
user,user
perdre,perdre
aerdre,aerdre
Ot,avoir1
Trois,trois
joies,joie
promist,promettre
donroit,donner
reiaume,roiaume
graindre,grant
tierce,tierce
fierce,fierce1
eschaquier,eschequier
mois,mois
trova,trouver
plainne,plein
grainne,graine
porta,porte1
terme,terme
germe,germe1
fruiz,fruit
nature,nature
anfant,enfant
criature,crïature
apelerent,appeler
Cligés,Cliges
mimoire,memoire
vasselage,vasselage
adés,adès
Morz,mourir
covenoit,covenir
anvoier,envoiier
arestoit,arester
murent,mouvoir
acuellent,acoillir
veage,voyage
tormante,tormente
noié,noiier2
renoié,renoiier1
amoit,aimer
menor,mineur1
eschapez,eschaper
Dedanz,dedenz
tenpesté,tempester
revenoient,revenir
ramenoient,ramener
creüz,croire
Prenent,prendre
coronent,coroner
donent,doner
tarda,tarder
granmant,granment
certainnemant,certainement
Sot,savoir1
anperere,emperëor
destorbe,destorber
torbe,torbe1
Galois,Galois
Escoz,Escot
Cornoalois,Cornoalois
assanblee,assemblee
verra,venir
menee,mener
respondre,repondre
quarante,quarante
Icés,cist
Sorlan,Sorham
monterent,
Boen,bon
vant,aller
cers,cerf
passast,passer1
Pristrent,prendre
Ert,être1
contree,contrée
arivé,arriver
privé,privé1
Envoie,envoiier
voldront,voloir
contredire,contredire
droituriers,droiturier
Uns,un
on,on
apeloit,appeler
Acorionde,Acorionde
faconde,faconde
naïs,näif
ancesserie,ancesserie
grande,grand
ancessor,ancessor
eüe,avoir1
chalongier,chalongier
pardone,pardoner
palés,palais2
conjot,conjöir
conjoie,conjöir
seignorage,seignorage
aport,apporter
Antant,entendre
te,te
mande,mander
Soe,suen
tiens,tenir1
reisons,raison
descorde,descorde
rant,rendre
iés,être1
antremis,entremetre
reconforté,reconforter
porz,port1
cresrai,croire
dies,dire
redoter,redoter1
doigne,doner
esloigne,esloignier
tenanz,tenant
responsse,response
confonde,confondre
ton,ton2
desfi,desfïer
Semoing,semondre
veignent,venir
Reisons,raison
teignent,tenir1
doivent,devoir2
leaus,lëal
Apele,appeler
fie,fier2
desfie,desfïer
anvaïe,enväie
neïs,nëis
soveingne,sovenir
Polinicés,Polinicés
Etioclés,Etiocles
germains,germain
antrocistrent,entr'ocire
Autel,autel1
confondue,confondre
resnable,raisnable
droituriere,droiturier
sorquiere,sorquerre
Alys,Alis
bani,banir
faudront,falir
movront,movoir
avenant,avenant1
covenant,covenant
remaigne,remanoir
afeires,afaire2
praigne,prendre
ferme,ferme2
estable,estable1
conestable,conestable
mainteigne,maintenir
Entr',entre
recontee,reconter
montee,monter
receü,recevoir
oïe,ouïr
esposera,esposer2
acordé,acorder
eschevist,eschevir2
plevist,plevir
Acordé,acorder
afeire,afaire2
serviz,servir
Servir,servir
Mort,mourir
espargne,épargner
foible,foible
tut,tout2
sorpreïst,sorprendre
manda,mander
savras,savoir1
Conuistre,conoistre
conbien,combien
vaudras,valoir
vas,aller
Bretons,Breton
Einglois,englois
contien,contenir
soies,être1
coneüz,conoistre
esleüz,eslire
esprovez,esprover
croies,croire
viens,venir
esmaies,esmaiier
oncle,oncle
essaies,essaiier
metes,metre2
obli,obli
amonestemant,amonestement
vesqui,vivre1
avoeques,avuec
Clygés,Cliges
recrurent,recroire
Mauvés,mauvais
tenuz,tenir
lëauté,lëauté
desvoient,dévoyer
maintienent,maintenir
semonent,semondre
enortent,enorter
angressent,engresser
apressent,apresser
engresseté,engresté
gité,jeter
acreante,acreanter
gente,gent2
conseillier,conseillier1
apareillier,apareillier2
iront,aler
tiesche,Tïois
fille,fille1
Alemaigne,Allemagne
atornees,atorner
chevauchent,chevauchier
jornees,jornee
Reneborc,Reneborc
roverent,rover
greignor,graindre
Doint,doner
mandemant,mandement
lieemant,lieement
otroiee,otroiier
aville,avillier
apetise,apeticier2
promise,promettre
duc,duc1
Sessoigne,Saisoinge
mener,mener
venoit,venir
amenoit,amener
